"" "GSM647591_W01_06Y4D_HG_U133_Plus2.CEL"	"GSM647592_W02_06Y4C_HG_U133_Plus2.CEL"	"GSM647593_W03_06Y4B_HG_U133_Plus2.CEL"	"GSM647594_W04_06Y4A_HG_U133_Plus2.CEL"	"GSM647595_W05_06Y49_HG_U133_Plus2.CEL"	"GSM647596_W06_06Y48_HG_U133_Plus2.CEL"	"GSM647597_W07_06Y47_HG_U133_Plus2.CEL"	"GSM647598_W08_06Y46_HG_U133_Plus2.CEL"	"GSM647599_W09_06Y45_HG_U133_Plus2.CEL"	"GSM647600_W10_06Y44_HG_U133_Plus2.CEL"	"GSM647601_W11_06Y43_HG_U133_Plus2.CEL"	"GSM647602_W12_06Y42_HG_U133_Plus2.CEL"	"GSM647603_W13_06Y41_HG_U133_Plus2.CEL"	"GSM647604_W14_06Y40_HG_U133_Plus2.CEL"	"GSM647605_W16_06Y3Y_HG_U133_Plus2.CEL"	"GSM647606_W17_06Y4J_HG_U133_Plus2.CEL"	"GSM647607_W19_06Y55_HG_U133_Plus2.CEL"	"GSM647608_W_JUL22_12_06XZ8_HG_U133_Plus_2.CEL"	"GSM647609_W_JUL22_1_06XZK_HG_U133_Plus_2.CEL"	"GSM647610_W_JUL22_2_06XZJ_HG_U133_Plus_2.CEL"	"GSM647611_W_JUL22_3_06XZH_HG_U133_Plus_2.CEL"	"GSM647612_W_JUL22_4_06XZG_HG_U133_Plus_2.CEL"	"GSM647613_W_JUL22_5_06XZF_HG_U133_Plus_2.CEL"	"GSM647614_W_JUL22_6_06XZE_HG_U133_Plus_2.CEL"	"GSM647615_W_JUL22_7_06XZD_HG_U133_Plus_2.CEL"	"GSM647616_W_JUL22_8_06XZC_HG_U133_Plus_2.CEL"	"GSM647617_W_JUL22_9_06XZB_HG_U133_Plus_2.CEL"	"GSM647618_W_JUL7_10_06XVW_HG_U133_Plus_2.CEL"	"GSM647619_W_JUL7_11_06XVV_HG_U133_Plus_2.CEL"	"GSM647620_W_JUL7_12_06XVU_HG_U133_Plus_2.CEL"	"GSM647621_W_JUL7_1_06XW5_HG_U133_Plus_2.CEL"	"GSM647622_W_JUL7_2_06XW4_HG_U133_Plus_2.CEL"	"GSM647623_W_JUL7_3_06XW3_HG_U133_Plus_2.CEL"	"GSM647624_W_JUL7_4_06XW2_HG_U133_Plus_2.CEL"	"GSM647625_W_JUL7_5_06XW1_HG_U133_Plus_2.CEL"	"GSM647626_W_JUL7_6_06XW0_HG_U133_Plus_2.CEL"	"GSM647627_W_JUL7_7_06XVZ_HG_U133_Plus_2.CEL"	"GSM647628_W_JUL7_8_06XVY_HG_U133_Plus_2.CEL"	"GSM647629_W_JUL7_9_06XVX_HG_U133_Plus_2.CEL"	"GSM647551_05_0025.CEL"	"GSM647552_05_0028.CEL"	"GSM647553_06_0008.CEL"	"GSM647554_06_0011.CEL"	"GSM647555_06_0012.CEL"	"GSM647556_06_0013.CEL"	"GSM647557_07_0007.CEL"	"GSM647558_10_0026.CEL"	"GSM647559_10_0038.CEL"	"GSM647560_11_0037.CEL"	"GSM647561_11_0057.CEL"	"GSM647562_11_0070.CEL"	"GSM647563_11_0075.CEL"	"GSM647564_11_0084.CEL"	"GSM647565_11_0086.CEL"	"GSM647566_11_0087.CEL"	"GSM647567_11_0090.CEL"	"GSM647568_11_0096.CEL"	"GSM647569_11_0109_A1.CEL"	"GSM647570_12_0001.CEL"	"GSM647571_13_0004.CEL"	"GSM647572_13_0005.CEL"	"GSM647573_13_0006.CEL"	"GSM647574_14_0004.CEL"	"GSM647575_14_0006.CEL"	"GSM647576_15_0021.CEL"	"GSM647577_15_0023.CEL"	"GSM647578_15_0025.CEL"	"GSM647579_17_0003.CEL"	"GSM647580_18_0004.CEL"	"GSM647581_19_0006.CEL"	"GSM647582_19_0007.CEL"	"GSM647583_19_0008.CEL"	"GSM647584_19_0009.CEL"	"GSM647585_20_0002.CEL"	"GSM647586_20_0006.CEL"	"GSM647587_20_0007.CEL"	"GSM647588_20_002.CEL"	"GSM647589_22_0010.CEL"	"GSM647590_22_0013.CEL"	"GSM647527_01_0087.CEL"	"GSM647528_01_0089.CEL"	"GSM647529_01_0092.CEL"	"GSM647530_01_0093.CEL"	"GSM647531_01_0095.CEL"	"GSM647532_01_0099.CEL"	"GSM647533_01_0109.CEL"	"GSM647534_01_0112.CEL"	"GSM647535_01_0114.CEL"	"GSM647536_01_0115.CEL"	"GSM647537_01_0116.CEL"	"GSM647538_01_0117.CEL"	"GSM647539_01_0129.CEL"	"GSM647540_01_0133.CEL"	"GSM647541_01_0134.CEL"	"GSM647542_01_0138.CEL"	"GSM647543_01_0142.CEL"	"GSM647544_01_0146.CEL"	"GSM647545_03_0003.CEL"	"GSM647546_04_0002.CEL"	"GSM647547_04_0006.CEL"	"GSM647548_05_0019.CEL"	"GSM647549_05_0020.CEL"	"GSM647550_05_0023.CEL"
"LOC101927396"	3.482	3.5454	3.4276	3.3518	3.3955	3.3333	3.1892	3.5232	3.2274	3.8471	3.4909	3.763	3.7463	3.3999	3.2872	3.4372	3.0821	3.7447	3.3779	3.6659	3.3338	3.4809	3.2433	3.5657	3.4754	3.6285	3.6948	3.7144	3.3323	3.4631	3.4427	3.9486	3.4834	3.3506	3.6183	3.4491	3.4764	3.5077	3.8431	3.7701	3.7927	3.3679	3.3926	4.0205	3.5453	3.5712	3.5383	3.5601	3.5231	3.6023	3.471	3.6434	3.6405	3.5163	3.5493	3.4499	3.7595	3.7344	3.3739	3.7455	3.7927	3.4882	3.5699	3.346	3.712	3.6874	3.909	4.0362	3.7954	3.6769	4.1211	3.7535	3.8582	3.726	3.5903	3.6005	3.4114	3.6057	3.707	3.2589	3.8521	3.2194	3.2122	3.0957	3.2433	3.2885	3.5273	3.3344	3.1784	3.4162	3.1591	3.3431	3.4428	3.6102	3.204	3.4187	3.4037	3.3801	3.5001	3.5863	3.1544	3.3308	3.3937
"LOC101927406"	4.1971	3.8163	3.8368	3.7071	4.0721	3.828	3.888	4.0351	3.991	3.9916	3.8085	4.2422	4.005	4.1984	4.0297	4.0574	3.7323	4.0082	4.0857	3.7589	4.0962	4.1521	3.8091	4.1104	4.5395	4.003	3.9063	4.1952	4.1173	3.8431	3.8794	4.3643	4.2088	3.8113	4.302	3.8686	3.9133	4.1076	4.0725	4.1993	4.2855	3.9705	4.2089	4.4054	4.206	4.3891	4.2522	4.1603	4.2173	4.1251	4.2214	4.1	4.0871	4.026	4.2994	4.4126	4.1101	4.5429	3.9538	4.6172	4.2151	4.0701	3.9313	4.2268	4.1549	4.5122	4.208	4.6007	4.2468	4.2175	4.2287	4.2327	4.4733	4.2272	4.4438	4.3726	4.0466	4.2345	4.1889	3.9858	3.8274	3.6916	3.8304	3.6437	3.7834	3.9086	3.9057	3.9369	3.7596	3.7322	4.0755	3.6825	3.7868	3.8332	3.629	4.0076	3.8165	4.2352	3.8092	3.7366	3.6927	3.8207	3.8165
"LOC101927410"	4.6821	4.9904	4.8815	4.639	4.8237	4.8513	4.8469	4.9609	5.124	5.3831	4.9398	5.5592	5.3717	4.8125	4.9097	5.1953	4.8659	4.9565	4.6511	4.8674	4.7593	4.7312	4.5389	5.0127	5.2859	5.1066	5.1954	4.9285	4.8524	5.0912	4.8987	5.3404	4.9042	5.0227	5.2543	5.2715	4.8638	5.4561	4.9727	4.8612	5.2383	5.4297	4.9669	5.2488	5.2201	4.6754	4.9111	5.0205	5.1632	4.8384	4.5289	4.8217	5.3216	4.9673	4.8376	5.1363	5.0386	5.7241	4.7332	5.3223	5.1504	5.0636	5.5384	4.7897	4.9941	5.2439	5.3805	5.763	5.8705	4.934	4.8074	5.5085	5.1104	5.5177	5.0514	4.9197	4.7965	5.2638	4.8657	4.9457	4.8486	4.6056	4.7169	4.7915	4.949	5.3692	5.1593	5.2764	4.7722	5.316	5.3463	4.9361	5.2158	5.3697	5.2328	5.1216	5.3444	4.9243	5.4191	5.486	4.8778	4.7701	4.9298
"LOC101927411"	3.9393	4.381	4.5417	4.0616	4.5347	4.2119	4.0955	4.1341	4.3949	5.0913	4.4816	4.8349	4.895	3.9821	4.3886	4.2144	4.438	4.5505	4.1637	4.5564	4.2276	4.5351	4.1328	4.5216	4.6755	4.8618	4.886	4.3386	4.4126	4.3797	4.1795	4.3564	4.2286	4.2716	4.3886	4.7028	4.5286	4.5579	4.2505	4.5987	4.4933	4.2349	4.4048	4.4978	4.2055	4.1918	4.3904	4.202	4.2607	3.9176	4.1355	4.3798	4.2561	4.2056	4.3595	3.9865	4.3924	4.841	4.4483	4.529	4.3242	4.1171	4.758	4.4204	4.4019	4.6294	4.6098	4.758	4.9382	4.0228	4.542	5.0327	4.1735	4.2694	4.6066	4.2817	4.3413	4.3673	4.094	4.6532	4.2576	3.8018	4.1041	4.5555	3.9224	4.141	4.3609	4.8915	4.2055	4.2565	4.1838	4.1304	4.8433	4.5498	4.2158	4.2188	4.2597	4.2195	4.0911	4.0509	4.2982	4.0725	4.432
"LOC101927416"	5.0187	5.0656	4.9629	4.8295	4.7728	4.9414	4.6334	5.201	4.7907	5.2101	5.0602	4.7313	4.941	4.6861	4.8373	4.9073	4.7763	4.9886	5.1185	4.9783	4.882	5.0386	4.7284	5.0906	5.3766	5.0895	4.9592	5.008	4.8247	5.268	4.6825	5.0747	5.0104	4.8805	4.8469	4.9612	5.0503	5.0021	4.9414	5.1201	5.1101	4.943	5.0744	5.1394	5.2598	5.0611	4.9731	5.2093	5.1958	4.4843	4.9975	5.0127	5.293	4.7982	4.9194	4.8625	5.4064	5.0633	5.0038	5.5865	5.1726	5.1042	4.5543	4.8589	5.2686	5.0515	5.2027	5.2481	5.2027	4.9456	5.041	5.0213	5.2019	5.0679	5.1465	5.0603	5.0909	4.9519	4.8115	4.823	4.545	4.4826	4.5145	4.5577	4.5776	4.3835	4.7228	4.6406	4.5095	4.5042	4.371	4.477	4.5083	4.5556	4.6111	4.8532	4.6985	4.8028	4.6076	4.7845	4.7228	4.5796	4.7603
"LOC101927417"	3.4891	3.6964	3.649	3.5535	3.501	3.6201	3.4403	3.6636	3.5572	4.5856	3.3656	4.4026	4.0999	3.3315	3.682	3.527	3.2773	3.9532	3.5858	3.7128	3.5959	3.8811	3.6027	3.5029	3.8021	3.6075	3.8761	3.5987	3.9749	3.5241	3.4097	3.9482	3.8074	3.6016	3.6974	3.6374	3.6993	3.6804	3.8272	3.6439	3.891	3.6469	3.3107	3.6764	3.5149	3.4645	3.3864	3.5061	3.823	3.1804	3.4321	3.4125	3.4796	3.5005	3.6529	3.4739	3.5917	3.8673	3.6073	3.6194	3.5887	3.4283	3.838	3.4407	3.916	3.9018	3.5828	3.8864	3.8497	3.4908	3.6153	3.9792	3.7345	3.8246	3.2831	3.536	3.5153	4.1642	3.1505	3.252	3.1698	2.8747	2.9373	3.0066	2.8592	3.063	3.2729	3.7727	3.1464	3.3508	3.1805	3.189	3.5131	3.1552	3.5344	3.2445	3.2897	2.9739	3.2761	3.4755	3.0202	3.3734	3.2433
"LOC101927420"	5.9766	5.8301	5.8794	6.1156	5.7962	5.9512	5.9643	6.0212	5.9295	6.3561	6.0114	5.8619	6.0174	5.8099	6.0618	5.8907	5.8444	6.5204	5.9825	6.1607	5.6563	6.0962	5.9769	6.0832	6.1226	6.0544	6.2039	5.8817	5.8263	5.7651	6.0972	5.9743	5.9902	5.8305	6.1166	6.0103	5.8287	6.317	6.2127	5.6001	6.0773	6.0388	5.4928	5.5853	5.7809	6.1711	5.8506	5.6373	5.83	5.5596	5.4016	5.578	6.0611	6.149	5.5766	5.5582	5.9596	6.2579	5.6227	5.8203	5.8599	5.9607	5.789	5.8462	5.8571	6.0039	5.6736	5.8078	6.1084	5.9455	5.7496	6.05	5.7826	5.8372	5.7423	5.7677	5.5038	6.446	5.822	5.959	6.0397	5.8937	5.7172	5.8566	5.7725	5.7077	5.7724	5.5301	5.9281	6.0419	5.915	5.6896	6.2378	5.9675	5.9026	5.8012	5.9609	6.1897	6.0113	6.1203	6.1765	5.7659	5.9628
"LOC101927424///LOC101929800///LOC440896"	4.2456	4.2725	4.1185	3.8732	4.2268	3.9965	4.0242	4.1386	4.3177	4.7348	4.2056	4.5789	4.5036	4.246	4.1935	4.437	4.1567	4.4263	4.255	4.0558	4.2589	4.2709	4.0634	4.3167	4.4686	4.4041	4.4166	4.1852	4.2806	4.1275	4.0392	4.4553	4.4183	4.1562	4.4447	4.3958	4.1702	4.1894	4.2925	4.3407	4.5359	4.2673	4.1892	4.4971	4.3174	4.0613	4.3053	4.1647	4.582	4.1061	4.1142	4.0631	4.2632	4.2922	4.3277	4.2754	4.1828	4.77	4.0591	4.3625	4.2737	4.2426	4.8229	4.2897	4.4087	4.4559	4.3852	4.5939	4.6766	4.0391	4.386	4.6762	4.4868	4.5826	4.3103	4.3269	4.1522	4.7159	4.249	3.9826	3.9195	3.8763	3.7562	3.729	3.8867	4.2294	4.2625	4.2267	4.0304	4.3927	4.3126	4.1849	4.2905	4.2594	4.1802	4.3224	4.1155	3.7975	4.1974	4.2117	3.9543	3.9157	4.4352
"LOC101927438"	3.76	4.1859	3.7089	4.0073	4.0558	3.9509	4.4726	4.1425	3.8445	4.0616	3.5965	3.6092	4.0988	4.0944	4.4567	4.4596	3.8244	4.0605	4.012	3.7624	3.7159	3.9014	4.4053	4.0605	3.9393	3.9804	4.1499	3.787	4.306	4.125	3.945	4.329	5.0955	4.4086	4.427	4.7047	4.1102	4.1136	3.5232	3.4995	3.7698	4.1761	3.8208	3.3506	3.9358	3.5031	3.828	3.4069	4.0297	3.5708	3.6818	3.4207	3.6751	4.0197	3.8069	3.8067	4.4923	3.5554	3.5685	3.7717	4.0233	3.9495	3.2921	3.866	3.6769	3.167	3.8999	3.6032	3.7103	3.811	3.5324	3.4615	3.7747	4.2685	3.8378	3.4507	3.6978	3.2055	4.2201	3.842	3.8661	4.3821	4.6428	3.8334	4.0538	4.5516	4.1436	3.6724	3.9026	3.9543	4.6323	5.1564	3.4048	3.9397	3.4819	3.8721	3.5494	3.9272	3.9287	4.0836	4.0572	3.4342	3.9237
"LOC101927447"	3.832	3.7239	4.1045	3.6112	3.5845	3.853	3.9651	3.7424	4.008	4.5058	3.7871	4.0267	3.852	3.7807	3.4855	3.8657	3.616	4.1105	4.2554	3.89	4.0935	3.9107	4.0323	4.0263	4.4944	3.9407	4.4111	3.6343	3.4609	3.8552	3.866	4.144	4.128	4.0473	3.8915	3.9963	3.9565	4.1239	3.9918	3.7415	3.854	3.8731	3.8681	3.933	3.5365	3.5448	3.8795	3.3865	4.3285	3.413	3.8369	3.5699	4.0107	3.7607	3.3406	3.5687	3.7747	3.9323	3.6869	4.4358	3.8081	3.8878	4.039	3.4329	3.8914	4.1724	3.8103	4.121	4.4274	3.4669	3.8088	4.1316	3.5421	3.8279	3.8701	3.8035	3.7746	3.8637	3.6543	3.7924	4.0055	3.5253	3.3958	3.4656	3.6052	3.9096	3.8621	4.1369	4.0098	3.817	3.7816	3.8209	4.2009	4.0672	3.9842	4.2917	3.9172	4.4361	3.9621	4.094	3.874	3.4808	3.952
"LOC101927450"	2.7039	3.108	3.1986	3.1984	3.0621	2.9673	2.7754	3.1292	3.2336	3.4985	3.3302	3.3404	3.5214	3.1133	3.2092	3.2597	3.2211	3.0606	3.1278	3.045	3.1806	3.3756	2.9371	3.2379	3.4378	3.0848	3.5104	2.9528	3.0434	3.263	3.1518	3.6075	3.0513	2.8694	3.0579	3.3299	3.1993	3.4567	3.253	3.1102	3.1496	3.0993	3.1704	3.3024	3.2612	2.9434	3.0038	3.0493	3.331	3.0822	2.9813	2.9574	3.1645	2.9739	3.0998	3.2013	3.2767	3.417	3.1104	3.4495	3.2145	3.0056	3.3941	3.0549	3.1645	3.1392	3.5285	3.7899	3.5746	3.0015	3.2697	3.1572	3.1915	3.3653	3.3004	3.1123	3.2107	3.4295	2.8578	2.9051	2.9961	2.5899	2.6606	2.828	2.807	2.9622	2.9883	3.2481	2.6896	3.2779	3.0109	2.9475	3.0439	3.1449	3.3599	2.811	3.1709	2.9106	2.9794	2.9749	3.2307	2.9355	3.0001
"LOC101927460"	4.1712	4.8214	4.1753	4.1751	4.1467	4.3814	4.1004	4.1838	4.5316	5.1407	4.0602	4.6929	4.4634	4.3722	4.1734	4.5613	4.115	4.4614	4.4193	4.3289	4.2284	4.3028	4.2829	4.4024	4.2788	4.6711	4.7663	4.4004	4.3355	4.5382	4.2658	4.9875	4.3403	4.4193	4.6272	4.3938	4.4193	4.6254	4.8829	4.7845	4.4612	4.8138	4.6325	4.4794	5.0351	4.3898	4.7737	4.878	4.9995	4.4465	4.5717	4.5544	4.8702	4.547	4.4678	4.6879	4.4705	4.9739	4.387	5.0928	4.8876	4.0666	4.8874	4.6581	4.6965	4.7637	4.6008	5.1642	4.9725	4.2836	4.8021	4.652	4.3702	4.9009	4.7571	4.6925	4.4641	4.6674	4.6941	4.689	4.6832	4.3738	3.8095	4.2821	4.3286	4.3511	4.4416	4.3033	4.2208	4.2187	4.1672	4.0139	4.3833	4.5093	4.7269	4.0498	4.6898	4.473	4.7399	4.3691	4.2487	4.0377	4.1237
"LOC101927468///LOC101929257///LOC102724558"	3.1754	3.1933	3.1194	2.812	3.1217	3.035	2.6637	3.0222	3.3891	3.9203	3.1969	3.297	3.707	3.0988	3.254	3.2844	3.2895	3.3904	3.1855	3.4769	3.2905	2.9195	2.9065	3.502	3.5346	3.3988	3.2712	3.2083	3.1632	3.3042	3.3592	3.6869	3.5868	3.457	3.8475	3.3823	3.1868	2.9187	3.2844	3.4326	3.5305	3.6216	3.2875	3.5061	3.5433	3.05	3.2089	3.3103	3.9907	3.1243	3.2248	3.25	3.5685	3.306	3.3998	3.4499	3.3311	3.8652	3.1205	3.7482	3.493	3.2648	3.9937	3.2654	3.4583	3.7332	3.7231	3.8672	4.1393	3.0408	3.3843	3.4036	3.4843	3.4766	3.007	3.0539	3.1211	3.5282	3.5185	2.9891	3.0874	2.9424	2.8613	2.8024	2.6776	3.0755	3.0558	3.1528	3.035	3.2306	2.7624	2.8475	3.4906	3.0177	3.2662	3.1684	3.0524	3.1628	3.5297	3.3392	2.8585	2.8481	3.2933
"LOC101927479"	3.8385	3.9889	4.2286	3.6979	3.691	3.7351	3.6872	3.8962	4.053	4.9985	4.3834	4.5114	4.1157	3.848	3.7639	3.8169	3.9683	4.2704	4.4758	4.0132	4.2463	4.0579	3.7522	4.0011	4.3848	4.2043	4.2811	3.8365	3.9617	4.0008	3.8014	4.1698	3.9276	3.7755	4.6077	4.3232	4.1283	3.687	3.902	4.2694	4.1672	4.1166	4.403	4.1655	3.9299	3.9149	3.8315	3.9889	4.1663	3.6809	3.748	4.2692	4.0618	3.7811	4.0154	3.7931	4.192	4.2748	3.6366	4.4999	4.016	3.8134	4.138	4.0636	4.377	4.2109	3.9123	5.0104	4.5404	3.7272	4.2483	4.2136	4.2005	4.0563	3.9358	3.7164	3.9207	4.0243	4.1136	3.8853	3.9808	3.6544	3.3702	3.3827	3.4252	3.9272	4.217	3.7449	3.5029	3.8316	3.8079	3.8117	4.3082	3.7446	4.1171	4.0852	4.0379	3.7877	4.2538	4.0294	3.8085	3.7077	3.8064
"LOC101927482"	3.0993	2.9586	3.0618	3.3467	3.2384	3.0987	4.4404	3.0586	3.1974	2.8277	3.0598	3.004	3.1673	3.9741	3.3738	4.1041	4.0885	3.5095	3.2071	3.4896	2.9987	3.3467	3.6514	3.1218	3.1971	4.3156	3.8218	3.4822	3.1591	3.5077	5.8462	4.0556	3.3379	6.4869	2.9635	3.7125	2.7894	3.8396	3.2957	3.1176	2.9132	3.3641	2.9075	3.0022	2.8904	3.327	3.3577	3.2437	2.8371	3.2954	3.2207	3.911	3.3201	5.157	3.1716	3.7647	3.3782	3.2553	2.9839	3.2995	3.3681	6.0962	6.3463	4.9534	3.3994	3.5758	2.9205	3.0604	3.1589	2.9537	2.7921	3.18	2.9822	3.6895	2.6967	2.8717	3.0828	4.6299	4.0482	2.6725	2.6524	4.021	4.4749	3.1533	3.5569	3.4154	2.7862	3.1152	4.6376	5.5152	3.1439	3.7726	2.8085	3.0346	3.4273	2.7408	4.0032	2.9974	3.0436	3.7629	4.3007	3.2306	3.268
"LOC101927490"	3.9637	3.4833	3.6543	3.6123	3.6673	3.7733	3.5892	3.4448	3.7607	4.0251	3.6931	3.9617	4.1309	3.721	4.1003	3.5334	3.7311	4.0695	4.3459	3.9497	3.8227	3.9583	3.5367	3.7569	4.1859	4.1473	3.8139	3.5845	3.9395	4.0096	3.5447	3.7376	3.6044	3.7607	3.7607	3.8398	3.9533	4.4081	3.762	4.0235	3.9204	4.0644	3.8086	4.1609	4.3909	3.9731	3.5692	3.9634	4.3604	3.7182	3.9088	4.4674	4.1174	4.0275	3.8981	3.8127	3.8472	4.5038	4.0759	4.1224	4.1839	3.6759	4.5882	3.7319	4.1425	4.2384	4.1758	4.1634	4.4665	3.8462	3.963	3.7429	4.4791	4.0423	4.0524	3.9444	3.9062	3.96	3.8178	4.0458	3.8	3.9681	3.7326	3.763	3.373	3.8958	3.9228	4.199	3.9952	3.8208	3.8677	3.9061	4.1201	4.2458	3.9386	4.3972	4.3769	4.3295	4.3845	3.9664	5.0132	3.7353	4.1531
"LOC101927494"	2.5752	2.6817	2.6114	2.5904	2.729	2.5964	2.7095	2.8153	2.777	3.1182	2.8013	2.7886	2.6776	2.833	2.7138	2.6644	2.7501	2.7265	2.7135	2.6125	2.7465	2.5982	2.657	2.7095	2.6811	2.5728	2.8648	2.8754	2.7687	2.7253	2.6353	2.5678	2.8027	2.6594	2.9982	2.6986	2.6602	2.8307	2.8328	2.8107	3.1015	3.3329	2.6602	2.8595	2.5631	2.896	2.8681	2.9163	3.0583	2.9365	2.8337	2.9745	2.6975	3.0799	2.7844	2.7331	2.8335	2.9526	3.1222	2.8444	2.7959	2.7276	3.0086	3.0059	2.7033	3.314	2.947	2.9574	3.3159	2.8543	2.7207	2.8644	2.7355	2.7976	2.9681	2.9835	2.7463	3.0053	2.8399	2.5976	2.9225	2.4781	2.6695	2.6286	2.7013	2.6768	2.4927	2.5388	2.4967	2.5734	2.626	2.4776	2.8718	2.6816	2.5633	2.472	2.6048	2.8005	2.8223	2.7929	2.5612	2.5496	2.6829
"LOC101927495"	3.2201	3.4944	3.5268	3.3285	3.3778	3.2366	3.3502	3.3473	3.4034	3.6287	3.3511	3.5113	3.3519	3.2542	3.2701	3.436	3.3119	3.5826	3.4147	3.4308	3.4861	3.3305	3.3013	3.2697	3.6562	3.3522	3.4706	3.3951	3.3705	3.446	3.5644	3.3041	3.3041	3.2676	3.5434	3.2786	3.5031	3.2731	3.5087	3.748	3.5443	3.2489	3.418	3.4437	3.567	3.5369	3.4109	3.4448	3.4923	3.4765	3.573	3.3732	3.5041	3.4226	3.6564	3.3294	3.4678	3.5484	3.4864	3.5261	3.4949	3.5859	3.5072	3.4071	3.3485	3.3773	3.3563	4.0232	3.5526	3.4868	3.567	3.5787	3.4684	3.6818	3.2522	3.4865	3.3744	3.2833	3.3746	3.8767	3.5732	3.227	3.3055	3.4526	3.5651	3.4592	3.5651	3.4702	3.497	3.5896	3.3863	3.3949	3.5584	3.4881	3.2474	3.5625	3.6697	3.6604	3.5028	3.6581	3.5195	3.4777	3.4176
"LOC101927502"	3.7506	3.5833	3.7208	3.5039	3.494	3.7476	3.5638	3.4238	3.9928	4.0858	3.9078	4.0221	3.7765	3.7232	3.31	3.9977	3.6316	3.7028	3.6121	3.688	3.7933	3.9758	3.6109	3.6324	3.9158	3.8944	4.0578	3.5507	3.8817	3.7355	3.6038	3.5982	3.9594	3.3776	3.9002	3.6379	3.6568	3.6014	3.8737	3.9201	3.7879	3.7949	4.0295	4.1546	3.8397	3.5582	3.6203	3.6525	4.1174	3.3903	3.8799	3.8028	3.7359	3.6655	3.9604	3.5594	3.9025	4.0352	3.5975	3.8493	3.9533	3.7197	3.6698	3.7311	3.864	3.9073	3.8918	4.3444	4.1499	3.7331	4.0259	4.1034	3.7645	4.1732	3.7829	3.685	3.7677	4.4599	3.9169	3.4917	3.5877	3.1334	3.3055	3.4549	3.4539	3.5718	3.5708	3.8531	2.8086	3.5244	3.7477	3.7078	3.6966	3.5424	3.6319	3.5254	3.8011	3.7113	3.5953	3.4777	3.4223	3.485	3.5569
"LOC101927503"	5.268	5.8361	5.5497	5.304	5.478	5.3431	5.4458	5.8514	5.7847	6.2016	5.4137	5.9301	5.9803	5.3825	5.4233	5.3554	5.1953	5.7768	5.7894	5.3786	5.6563	5.6192	5.6519	5.6527	5.9853	5.6432	5.945	5.6563	5.7837	5.8157	5.5223	5.6563	5.4119	5.3767	6.0736	6.0544	5.9772	5.841	5.5976	5.9632	5.6363	5.488	5.6603	5.8065	5.8588	5.4993	5.5874	5.6611	5.6472	5.2905	5.3853	5.3399	5.6295	5.2498	5.401	5.6728	5.6234	6.0341	5.5148	5.9675	5.6284	5.2112	5.7923	4.9661	5.5214	5.8186	5.8436	6.2821	5.8795	4.9329	5.8191	5.7847	5.6736	5.9044	5.7161	5.3988	5.6095	5.5742	5.1653	5.843	5.5032	5.3311	5.4511	5.1938	4.6931	5.6456	5.8277	5.8362	5.2767	5.8671	5.4609	5.3255	6.0722	5.7084	5.6877	5.6213	5.5865	5.2486	5.5901	5.448	5.5234	5.1786	5.3216
"LOC101927513"	5.5984	5.9004	5.4635	5.717	5.6389	5.5338	5.516	5.6225	5.948	5.8183	5.717	5.5966	5.8351	5.8557	5.2961	5.6349	5.5456	5.7088	5.6966	5.716	5.7414	5.8146	5.4599	5.8746	6.1374	5.7058	6.1137	5.5759	5.746	5.3768	5.117	5.9355	5.8805	5.6349	5.8333	5.6349	5.4355	5.7504	5.5468	5.9981	6.1362	6.0553	5.6626	5.5407	6.0586	5.6492	5.627	5.7473	5.9957	5.7212	5.6305	5.6209	5.816	5.8308	5.7139	5.799	5.6949	5.7488	5.7275	5.7599	5.6817	5.843	5.4357	5.7751	5.7862	5.7523	5.7559	6.2071	5.5962	5.4973	6.0734	5.7994	5.7664	5.9565	5.7197	5.3871	5.745	5.0351	5.774	5.4107	5.6113	5.6488	5.2495	5.4224	5.6027	5.5111	5.7698	5.5297	5.5402	5.8712	5.4313	5.5805	5.3037	5.7593	5.3418	5.672	5.4931	6.2476	5.6951	5.5901	5.39	5.6386	5.3792
"LOC101927523"	3.2672	3.2501	3.033	3.1846	3.0171	3.202	3.1324	3.2411	3.3682	3.7186	3.2284	3.199	3.1289	3.2399	3.1063	3.3144	3.0633	3.2131	3.1104	3.2183	3.4447	3.1546	3.2795	3.1367	3.5258	3.2652	3.5745	3.2282	3.0972	3.3493	3.2394	3.2025	3.4763	3.1122	3.2884	3.0485	3.1361	2.9863	3.1361	3.138	3.174	2.8161	3.3537	2.7653	3.1818	3.1762	2.816	2.9339	3.1662	3.235	3.2752	3.1434	3.4126	2.9953	3.2146	2.9395	2.9529	3.6071	2.8382	3.3593	3.0397	2.6821	3.0232	2.9997	3.0554	3.41	3.3744	3.5793	3.285	3.1215	3.2915	3.1797	3.1593	3.3048	3.3063	3.0204	3.0235	3.0383	3.0923	3.2143	3.2001	3.0831	3.188	2.9747	2.9839	3.3454	3.4477	2.9802	3.2131	3.1246	3.2701	3.0534	3.1851	3.1208	2.9973	3.073	3.1073	3.1835	3.2794	3.1661	3.0046	3.0645	3.1324
